Helice24x15

4     302.26  ! Nblades  [ R ]

0.55  7.73   ! CL0     CL_a
0  1.5       ! CLmin   CLmax

0.02   0.04   0.055   0.8   !  CD0    CD2u   CD2l   CLCD0
100000   -0.5              !  REref  REexp


0.001   0.001    1.0  !  Rfac   Cfac   Bfac  
0.      0.       0.   !  Radd   Cadd   Badd  



#  r     chord            beta [  CL0  CL_a   CLmin CLmax  CD0   CD2u   CD2l   CLCD0  REref  REexp ]

45.339	 32.56690738	29.830716
60.452	 43.5860406	40.20649549
75.565	 54.15905935	40.20649549
90.678	 60.5742611	35.16022374
105.791	 62.06594684	31.12177578
120.904	 59.57144197	27.84693006
136.017	 57.04897529	25.15422488
151.13	 54.20132447	22.9103745
166.243	 51.17559149	21.01722617
181.356	 48.15736994	19.4018361
196.469	 45.24793082	18.00934099
211.582	 42.46422254	16.79793758
226.695	 39.73887089	15.73535684
241.808	 36.92017908	14.79637473
256.921	 33.77212774	13.96103831
272.034	 29.97437487	13.21338756
287.147	 25.1222559	12.54052339
302.26	 2.72034	11.93191978
